Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score
8.0,78.0,Medium,High,Yes,9.0,69.0,Medium,Yes,1,Medium,Low,Public,Positive,1.0,Yes,Female,75.5
18.0,77.0,Medium,Medium,Yes,7.0,59.0,High,Yes,3,Medium,Medium,Public,Positive,2.0,No,Male,100.0
18.0,88.0,High,Medium,No,9.0,62.0,Low,Yes,0,Medium,Medium,Public,Neutral,3.0,No,Female,90.9
12.0,93.0,High,Low,No,6.0,51.0,Medium,Yes,0,High,Low,Public,Neutral,3.0,No,Female,76.1
15.0,94.0,Medium,Medium,Yes,9.0,74.0,High,Yes,3,High,Medium,Public,Positive,0.0,No,Female,100.0
13.0,74.0,Medium,Low,Yes,8.0,68.0,Medium,Yes,0,High,Low,Private,Positive,4.0,No,Female,84.0
31.0,78.0,Low,High,Yes,8.0,63.0,Medium,Yes,1,Medium,High,Public,Negative,3.0,No,Female,100.0
26.0,63.0,Low,Medium,Yes,7.0,74.0,High,Yes,1,High,Medium,Private,Negative,1.0,No,Female,100.0
28.0,72.0,Medium,Medium,No,7.0,79.0,Low,Yes,1,High,Medium,Public,Neutral,6.0,No,Male,100.0
24.0,90.0,Low,High,No,9.0,100.0,Low,Yes,3,Low,High,Public,Positive,2.0,No,Female,100.0
13.0,96.0,High,Low,Yes,7.0,57.0,High,No,1,Medium,Medium,Public,Positive,3.0,No,Female,88.5
17.0,68.0,Medium,Medium,Yes,4.0,89.0,High,Yes,2,Low,Medium,Private,Positive,4.0,No,Male,96.1
23.0,74.0,High,Medium,No,6.0,87.0,Medium,No,0,Low,Medium,Private,Neutral,6.0,No,Female,100.0
13.0,80.0,Medium,Medium,Yes,7.0,66.0,Medium,Yes,2,Low,High,Public,Positive,4.0,No,Female,92.2
24.0,83.0,High,High,Yes,7.0,77.0,High,Yes,1,Low,Medium,Private,Negative,4.0,No,Female,100.0
19.0,72.0,Medium,High,No,7.0,70.0,Medium,No,0,Medium,High,Public,Negative,1.0,No,Male,90.2
18.0,84.0,Medium,Low,Yes,9.0,77.0,Low,Yes,1,Medium,High,Public,Positive,3.0,No,Female,100.0
24.0,75.0,High,High,Yes,4.0,93.0,Low,Yes,2,Medium,Medium,Public,Neutral,2.0,No,Male,100.0
23.0,80.0,Medium,Medium,No,7.0,82.0,Medium,Yes,1,High,Medium,Public,Neutral,4.0,No,Female,100.0
18.0,85.0,Low,High,No,5.0,81.0,High,Yes,1,High,Medium,Public,Negative,4.0,No,Male,99.7
27.0,80.0,Medium,Medium,Yes,8.0,70.0,High,Yes,1,High,Low,Private,Negative,5.0,No,Female,100.0
14.0,76.0,Medium,Medium,Yes,7.0,57.0,High,No,2,Medium,Medium,Public,Positive,0.0,No,Male,100.0
24.0,79.0,High,Medium,Yes,8.0,72.0,High,No,2,Medium,High,Private,Positive,2.0,No,Male,100.0
24.0,79.0,Medium,Medium,No,6.0,89.0,Medium,Yes,0,Medium,Medium,Public,Neutral,5.0,No,Male,100.0
18.0,76.0,Medium,Medium,Yes,9.0,57.0,Medium,Yes,1,Low,Medium,Public,Neutral,1.0,No,Male,84.4
22.0,77.0,High,Medium,Yes,8.0,62.0,High,Yes,1,Low,High,Private,Positive,4.0,No,Female,100.0
12.0,96.0,Low,High,No,8.0,77.0,Medium,No,1,Medium,Medium,Private,Neutral,5.0,No,Female,91.0
26.0,86.0,Medium,Medium,Yes,7.0,63.0,Medium,Yes,2,High,Low,Private,Neutral,3.0,No,Male,100.0
19.0,77.0,Medium,High,Yes,8.0,65.0,Low,Yes,1,Low,Medium,Public,Positive,1.0,No,Male,94.2
17.0,87.0,Medium,Medium,Yes,6.0,70.0,High,Yes,2,Low,Medium,Private,Negative,3.0,No,Male,95.5
26.0,77.0,Medium,Medium,Yes,8.0,59.0,Medium,Yes,1,Low,Low,Private,Positive,5.0,No,Female,100.0
16.0,92.0,Low,High,Yes,9.0,63.0,Medium,Yes,1,Medium,High,Public,Neutral,5.0,No,Male,100.0
12.0,84.0,Low,Medium,No,8.0,83.0,Medium,No,3,Medium,Medium,Public,Neutral,3.0,No,Male,92.7
11.0,79.0,Medium,High,No,6.0,59.0,Medium,Yes,1,Medium,Medium,Public,Positive,2.0,No,Male,85.6
24.0,84.0,Low,High,Yes,7.0,56.0,Low,No,0,Low,Low,Public,Neutral,6.0,No,Male,86.9
12.0,64.0,Medium,Medium,Yes,5.0,67.0,High,Yes,3,Medium,Medium,Public,Neutral,4.0,No,Male,87.0
31.0,69.0,High,Medium,No,8.0,84.0,Low,Yes,1,Low,Medium,Private,Negative,2.0,No,Male,99.3
8.0,68.0,Medium,Low,Yes,8.0,73.0,Low,Yes,1,Medium,Medium,Public,Positive,4.0,No,Female,88.9
30.0,81.0,Medium,Medium,Yes,5.0,69.0,Medium,Yes,2,Low,High,Private,Neutral,3.0,No,Female,100.0
21.0,97.0,High,Medium,No,5.0,76.0,Medium,No,1,High,Low,Public,Neutral,2.0,No,Male,99.4
19.0,100.0,Low,High,Yes,7.0,54.0,High,Yes,2,Medium,High,Public,Neutral,4.0,No,Female,100.0
17.0,86.0,Medium,Medium,Yes,7.0,81.0,High,Yes,2,Medium,Medium,Public,Negative,5.0,Yes,Male,96.1
22.0,85.0,Medium,Medium,Yes,5.0,80.0,High,Yes,0,Medium,High,Public,Positive,3.0,No,Female,100.0
20.0,62.0,High,Medium,Yes,8.0,70.0,Low,Yes,1,Medium,Medium,Private,Positive,5.0,No,Male,95.9
27.0,75.0,High,High,Yes,7.0,87.0,Low,No,1,Low,Low,Private,Neutral,0.0,No,Female,100.0
21.0,72.0,High,Low,Yes,7.0,61.0,Medium,Yes,0,Medium,Low,Public,Positive,6.0,No,Female,92.7
21.0,74.0,High,Low,Yes,6.0,89.0,Low,Yes,0,Medium,High,Private,Negative,3.0,No,Male,98.4
18.0,78.0,Low,Medium,No,8.0,77.0,High,Yes,2,Medium,High,Public,Neutral,5.0,No,Female,95.9
20.0,75.0,Low,High,Yes,9.0,71.0,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,Male,100.0
22.0,60.0,Medium,High,Yes,6.0,75.0,High,Yes,2,High,Medium,Public,Negative,2.0,No,Female,100.0
10.0,87.0,Low,Medium,No,6.0,74.0,Low,Yes,0,High,Medium,Public,Neutral,3.0,No,Male,75.7
12.0,69.0,Medium,High,No,8.0,90.0,Medium,Yes,0,Low,High,Public,Neutral,0.0,No,Male,93.4
24.0,82.0,Medium,Medium,Yes,7.0,62.0,Medium,Yes,0,Medium,High,Public,Positive,4.0,No,Female,100.0
21.0,100.0,Low,High,Yes,7.0,66.0,Low,No,0,Low,High,Public,Positive,3.0,Yes,Male,100.0
19.0,71.0,High,Low,Yes,8.0,87.0,Medium,Yes,1,Medium,High,Private,Positive,3.0,No,Male,100.0
20.0,60.0,Low,Low,No,5.0,68.0,Medium,Yes,1,Medium,High,Public,Neutral,4.0,No,Male,85.5
22.0,77.0,Medium,Low,Yes,9.0,86.0,Medium,No,3,Low,Medium,Public,Neutral,3.0,No,Female,100.0
17.0,91.0,Medium,Medium,Yes,7.0,95.0,Medium,Yes,1,High,High,Public,Positive,4.0,No,Male,100.0
15.0,100.0,Medium,High,Yes,6.0,70.0,Low,No,4,Medium,Medium,Private,Neutral,4.0,No,Male,100.0
21.0,68.0,Medium,Medium,Yes,7.0,83.0,Medium,No,1,Medium,High,Private,Positive,2.0,No,Female,100.0
14.0,85.0,Low,High,Yes,7.0,61.0,Medium,Yes,0,Low,Medium,Private,Negative,2.0,No,Male,94.7
22.0,75.0,Medium,Medium,Yes,5.0,84.0,Low,Yes,1,Medium,Low,Public,Positive,0.0,No,Male,97.3
10.0,79.0,High,Low,No,9.0,77.0,Medium,Yes,1,High,Medium,Public,Negative,3.0,No,Male,79.4
26.0,100.0,High,Medium,No,7.0,81.0,Low,Yes,2,Medium,Medium,Private,Neutral,4.0,No,Male,100.0
23.0,65.0,Medium,Medium,Yes,8.0,67.0,Medium,Yes,2,High,Medium,Public,Neutral,1.0,No,Male,92.8
22.0,83.0,Medium,High,Yes,8.0,55.0,Low,Yes,1,Low,Medium,Public,Positive,5.0,Yes,Female,85.9
26.0,85.0,Medium,Medium,Yes,6.0,81.0,Medium,Yes,3,Medium,Medium,Public,Negative,2.0,No,Male,96.4
30.0,91.0,High,Medium,Yes,8.0,50.0,Medium,Yes,1,High,Medium,Public,Positive,0.0,No,Male,100.0
26.0,81.0,Medium,Medium,No,7.0,71.0,Medium,Yes,0,Medium,Medium,Public,Neutral,5.0,No,Male,100.0
9.0,83.0,Medium,Medium,No,8.0,86.0,High,No,1,Low,Low,Public,Negative,0.0,No,Male,87.0
12.0,76.0,High,High,Yes,4.0,77.0,Medium,Yes,2,Medium,High,Public,Negative,4.0,Yes,Female,93.2
16.0,83.0,Medium,Low,Yes,7.0,98.0,Medium,Yes,1,Medium,High,Public,Neutral,4.0,No,Male,100.0
20.0,77.0,Low,High,Yes,6.0,87.0,High,No,1,Medium,Low,Private,Negative,3.0,No,Male,89.5
23.0,86.0,Medium,Medium,No,8.0,67.0,Medium,Yes,0,High,High,Public,Neutral,2.0,No,Male,100.0
16.0,76.0,Low,Medium,No,8.0,75.0,Medium,Yes,0,High,Medium,Public,Positive,4.0,No,Female,97.5
21.0,84.0,Medium,High,No,6.0,74.0,Medium,Yes,0,Medium,Low,Public,Neutral,5.0,No,Male,91.5
15.0,80.0,Medium,Medium,No,6.0,56.0,Medium,Yes,0,Low,Medium,Public,Positive,2.0,No,Male,90.1
16.0,91.0,High,Medium,Yes,7.0,64.0,High,Yes,1,Medium,Medium,Public,Positive,4.0,No,Female,100.0
12.0,79.0,Medium,Low,No,6.0,68.0,Low,Yes,1,High,Medium,Public,Neutral,4.0,No,Male,78.4
14.0,62.0,Medium,Medium,No,8.0,51.0,Medium,Yes,1,High,High,Public,Neutral,3.0,No,Female,83.0
12.0,93.0,Low,High,Yes,7.0,76.0,Low,Yes,0,Low,Medium,Public,Positive,2.0,No,Female,89.0
14.0,71.0,High,Medium,Yes,4.0,72.0,Medium,No,1,Medium,Low,Private,Negative,4.0,No,Male,82.6
26.0,73.0,Low,High,No,7.0,55.0,Low,Yes,4,Medium,High,Public,Positive,4.0,No,Female,100.0
14.0,74.0,Medium,Medium,No,6.0,80.0,Medium,No,2,Low,Medium,Public,Negative,1.0,No,Female,88.1
36.0,94.0,Low,Low,No,5.0,84.0,High,Yes,0,Medium,Medium,Public,Negative,2.0,No,Female,100.0
23.0,60.0,High,Low,No,5.0,78.0,High,Yes,2,Medium,Low,Private,Negative,4.0,No,Female,95.8
21.0,100.0,Medium,Medium,No,7.0,71.0,Medium,No,0,Low,Medium,Public,Negative,3.0,No,Male,96.8
15.0,91.0,Medium,High,No,9.0,82.0,High,Yes,1,High,Medium,Private,Positive,5.0,No,Male,100.0
24.0,82.0,Medium,Medium,Yes,7.0,83.0,Medium,Yes,1,High,Low,Public,Neutral,2.0,No,Female,100.0
17.0,79.0,High,Medium,No,6.0,79.0,Medium,Yes,1,High,Medium,Public,Positive,2.0,Yes,Male,93.9
21.0,83.0,Medium,High,Yes,8.0,65.0,High,Yes,2,Low,Medium,Public,Positive,6.0,No,Female,100.0
35.0,85.0,Medium,High,Yes,6.0,78.0,Medium,Yes,3,Medium,Medium,Public,Neutral,0.0,No,Male,100.0
19.0,86.0,High,Low,Yes,6.0,89.0,Medium,Yes,2,Medium,Medium,Public,Positive,2.0,No,Female,100.0
27.0,86.0,High,High,No,5.0,68.0,Low,Yes,0,Medium,Low,Public,Negative,3.0,No,Male,100.0
16.0,81.0,Medium,Medium,No,5.0,100.0,Medium,Yes,1,Medium,High,Public,Negative,4.0,No,Male,96.5
20.0,78.0,High,Low,No,6.0,69.0,High,Yes,0,High,Low,Public,Positive,4.0,No,Female,94.8
31.0,78.0,Low,Medium,Yes,7.0,75.0,Medium,Yes,1,Low,Medium,Public,Neutral,6.0,No,Male,100.0
16.0,78.0,Medium,Medium,Yes,7.0,67.0,Medium,No,2,High,Medium,Private,Neutral,3.0,No,Male,85.1
31.0,91.0,High,Medium,Yes,6.0,78.0,Medium,Yes,2,High,Medium,Private,Negative,2.0,No,Male,100.0
24.0,86.0,Medium,Medium,Yes,6.0,54.0,High,Yes,0,High,Medium,Public,Neutral,3.0,No,Female,100.0
17.0,60.0,Medium,Low,No,8.0,68.0,Low,Yes,0,High,Low,Private,Positive,3.0,No,Female,84.7
24.0,87.0,Medium,High,Yes,5.0,62.0,Medium,Yes,1,Medium,High,Public,Neutral,3.0,No,Male,100.0
26.0,82.0,Medium,High,No,8.0,77.0,Low,Yes,0,High,Medium,Public,Neutral,2.0,No,Male,99.9
24.0,80.0,Medium,High,No,6.0,87.0,Medium,Yes,0,Medium,Low,Public,Negative,4.0,No,Male,98.4
11.0,76.0,Medium,Medium,Yes,6.0,83.0,Medium,Yes,2,High,Medium,Public,Positive,4.0,No,Female,89.7
16.0,91.0,High,Medium,No,5.0,47.0,Low,Yes,0,Low,High,Public,Positive,1.0,No,Male,89.2
19.0,89.0,Medium,Medium,Yes,6.0,100.0,Medium,Yes,0,Low,Medium,Public,Negative,4.0,No,Male,97.9
20.0,72.0,Low,Low,Yes,8.0,79.0,Medium,Yes,2,Medium,Low,Public,Negative,2.0,No,Male,93.8
24.0,84.0,High,Medium,No,8.0,66.0,Low,Yes,2,Medium,Medium,Public,Negative,1.0,No,Female,100.0
21.0,70.0,Medium,Medium,No,8.0,77.0,Medium,Yes,3,Medium,Medium,Private,Neutral,3.0,No,Female,95.9
12.0,66.0,Low,High,Yes,8.0,77.0,Low,Yes,1,Medium,Medium,Private,Neutral,0.0,No,Female,83.7
22.0,74.0,Low,Medium,Yes,6.0,67.0,Medium,Yes,2,High,High,Public,Neutral,4.0,No,Male,100.0
24.0,89.0,Medium,Medium,Yes,7.0,77.0,Medium,No,1,Medium,Medium,Public,Positive,0.0,No,Female,100.0
23.0,90.0,Low,Medium,Yes,6.0,68.0,Medium,No,2,Medium,Medium,Public,Neutral,1.0,Yes,Female,96.8
26.0,85.0,Low,Medium,No,9.0,70.0,High,No,1,Low,High,Public,Positive,5.0,No,Male,100.0
25.0,87.0,Medium,Medium,No,5.0,67.0,Medium,Yes,3,Medium,Medium,Public,Positive,2.0,No,Male,100.0
23.0,85.0,Medium,Medium,Yes,8.0,58.0,Low,Yes,1,Medium,Medium,Public,Negative,2.0,No,Male,97.0
20.0,74.0,Medium,Medium,No,7.0,77.0,High,Yes,1,Medium,Medium,Public,Positive,5.0,No,Female,100.0
10.0,84.0,High,Medium,Yes,9.0,82.0,Medium,Yes,4,Low,Medium,Public,Negative,2.0,No,Female,80.0
23.0,88.0,High,Low,Yes,6.0,81.0,Low,Yes,0,Low,Medium,Private,Positive,4.0,No,Female,96.9
21.0,88.0,Medium,High,No,8.0,85.0,High,Yes,2,Medium,Medium,Private,Positive,5.0,No,Male,100.0
22.0,92.0,Low,High,No,10.0,79.0,Low,Yes,2,Medium,High,Public,Neutral,4.0,No,Male,100.0
12.0,87.0,High,Medium,No,6.0,69.0,Medium,Yes,1,Medium,High,Public,Neutral,1.0,No,Female,79.7
14.0,84.0,Low,Low,Yes,5.0,85.0,Medium,No,4,High,Medium,Private,Neutral,2.0,No,Male,83.6
26.0,91.0,High,High,No,5.0,59.0,Medium,Yes,2,Medium,Medium,Public,Negative,6.0,No,Female,100.0
20.0,80.0,Low,Medium,Yes,8.0,64.0,High,Yes,4,Medium,Medium,Public,Positive,2.0,No,Female,100.0
24.0,71.0,High,Medium,No,5.0,63.0,Medium,Yes,0,Medium,Low,Public,Negative,6.0,No,Male,79.5
20.0,78.0,Medium,Low,No,7.0,88.0,Low,No,1,Low,Medium,Public,Positive,6.0,No,Male,100.0
20.0,73.0,Medium,Medium,Yes,8.0,86.0,High,Yes,3,Medium,High,Private,Negative,4.0,No,Female,100.0
26.0,73.0,Medium,High,No,7.0,81.0,High,No,3,Medium,Medium,Public,Neutral,3.0,No,Male,100.0
17.0,79.0,Medium,High,Yes,8.0,88.0,Medium,Yes,1,Medium,High,Public,Negative,2.0,No,Female,100.0
21.0,72.0,Medium,Medium,Yes,7.0,64.0,Medium,Yes,0,High,Low,Public,Neutral,3.0,No,Male,88.7
17.0,77.0,Medium,Medium,No,9.0,79.0,Low,Yes,1,Low,Medium,Public,Positive,2.0,No,Female,90.7
17.0,61.0,Medium,Low,Yes,6.0,73.0,High,Yes,2,High,Medium,Public,Negative,3.0,No,Female,87.9
18.0,82.0,Low,Low,No,6.0,85.0,Low,No,2,Medium,Medium,Private,Positive,1.0,No,Female,80.9
21.0,80.0,Low,High,Yes,6.0,74.0,Low,No,2,Medium,High,Public,Positive,1.0,No,Male,100.0
17.0,72.0,Medium,Medium,No,8.0,70.0,Medium,Yes,1,High,High,Public,Negative,5.0,No,Female,95.0
28.0,87.0,Low,Medium,Yes,8.0,81.0,Low,Yes,1,High,Low,Public,Positive,1.0,No,Male,100.0
15.0,89.0,Medium,High,Yes,8.0,86.0,Low,Yes,3,Medium,Low,Public,Positive,4.0,No,Male,100.0
19.0,64.0,Low,High,Yes,9.0,67.0,Medium,No,3,High,Low,Public,Neutral,0.0,No,Male,86.0
17.0,72.0,Medium,High,No,5.0,74.0,Low,Yes,2,Medium,Medium,Public,Negative,4.0,Yes,Male,88.0
29.0,72.0,Low,Low,No,9.0,62.0,Low,Yes,3,Medium,Medium,Public,Positive,3.0,No,Male,100.0
21.0,71.0,Medium,Low,No,9.0,45.0,Low,Yes,2,Low,Medium,Public,Neutral,5.0,No,Male,83.2
26.0,88.0,Low,Medium,Yes,8.0,77.0,Low,Yes,2,Low,Medium,Public,Neutral,3.0,No,Female,100.0
11.0,78.0,Low,Medium,Yes,9.0,82.0,Medium,Yes,1,High,Medium,Private,Negative,0.0,Yes,Female,76.7
22.0,77.0,Low,High,Yes,5.0,78.0,High,Yes,0,Low,High,Public,Negative,3.0,No,Male,100.0
25.0,60.0,High,Medium,No,6.0,52.0,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,Yes,Female,96.3
20.0,86.0,Low,High,Yes,6.0,71.0,Medium,Yes,2,High,Medium,Public,Neutral,3.0,No,Male,100.0
26.0,68.0,Medium,Medium,No,8.0,48.0,Low,Yes,3,Low,Low,Public,Neutral,4.0,No,Male,90.6
17.0,81.0,Low,High,No,6.0,91.0,Low,Yes,2,Low,Medium,Public,Positive,2.0,No,Female,100.0
28.0,83.0,Low,Medium,Yes,8.0,62.0,Low,Yes,1,Medium,Medium,Public,Neutral,1.0,No,Male,100.0
34.0,94.0,Medium,High,Yes,9.0,90.0,Medium,Yes,1,Medium,Medium,Public,Negative,2.0,No,Female,100.0
18.0,67.0,Medium,Low,No,8.0,86.0,Medium,Yes,0,High,High,Public,Neutral,2.0,No,Male,92.0
17.0,60.0,High,Medium,Yes,7.0,64.0,Medium,No,0,Medium,High,Public,Positive,2.0,No,Male,100.0
29.0,82.0,High,High,Yes,6.0,61.0,Medium,Yes,3,Medium,High,Public,Neutral,6.0,No,Male,100.0
29.0,98.0,High,Medium,Yes,6.0,79.0,Low,No,1,Medium,Medium,Public,Neutral,5.0,No,Female,100.0
17.0,92.0,Medium,Medium,No,9.0,65.0,High,No,2,Medium,Medium,Public,Neutral,4.0,No,Female,100.0
17.0,82.0,Medium,High,No,8.0,76.0,Medium,Yes,2,Medium,Medium,Private,Neutral,4.0,No,Female,100.0
18.0,75.0,Medium,Medium,Yes,7.0,69.0,Medium,Yes,1,High,Medium,Private,Neutral,3.0,No,Female,89.7
12.0,88.0,High,Medium,Yes,6.0,54.0,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,Male,88.1
14.0,70.0,Medium,Low,Yes,4.0,48.0,Medium,Yes,2,Medium,Low,Public,Negative,3.0,No,Female,68.2
14.0,85.0,Medium,High,No,6.0,78.0,High,Yes,2,Low,Medium,Public,Neutral,3.0,Yes,Male,95.5
15.0,85.0,Low,Medium,Yes,9.0,68.0,High,Yes,1,Medium,Medium,Public,Positive,0.0,No,Male,96.2
20.0,91.0,Low,Medium,Yes,5.0,68.0,Medium,Yes,2,Low,High,Public,Positive,2.0,No,Female,100.0
21.0,100.0,High,Low,No,7.0,83.0,Medium,Yes,1,Medium,Medium,Public,Negative,3.0,No,Male,100.0
29.0,84.0,Medium,Medium,No,8.0,89.0,Low,Yes,0,High,High,Private,Negative,2.0,Yes,Male,100.0
14.0,75.0,Medium,Low,No,5.0,72.0,High,No,0,Medium,Medium,Public,Neutral,2.0,No,Female,86.6
26.0,80.0,Low,Low,No,7.0,71.0,Medium,Yes,0,Low,Low,Public,Positive,3.0,No,Female,94.7
19.0,62.0,High,Medium,Yes,8.0,81.0,Low,No,4,High,Medium,Private,Positive,4.0,No,Female,91.7
20.0,73.0,Low,Low,Yes,7.0,59.0,Medium,Yes,3,Low,Medium,Public,Positive,3.0,No,Male,96.4
24.0,76.0,High,Low,Yes,10.0,78.0,Low,Yes,3,Medium,Low,Public,Neutral,4.0,No,Male,100.0
13.0,75.0,Low,Medium,Yes,5.0,82.0,Medium,No,0,Medium,Medium,Public,Neutral,4.0,Yes,Female,82.8
22.0,82.0,High,Low,No,8.0,83.0,Medium,No,2,Low,Medium,Public,Neutral,3.0,No,Female,100.0
21.0,72.0,Medium,Medium,No,7.0,52.0,Medium,Yes,2,High,Medium,Public,Neutral,4.0,No,Female,94.5
23.0,91.0,Low,Low,No,8.0,66.0,Low,Yes,2,Low,Medium,Public,Positive,0.0,No,Female,88.6
22.0,80.0,Medium,Medium,Yes,8.0,64.0,High,Yes,3,High,Medium,Public,Positive,2.0,No,Female,100.0
35.0,80.0,Medium,Medium,No,6.0,76.0,High,Yes,2,Low,Low,Public,Positive,2.0,No,Male,100.0
16.0,77.0,Low,High,No,7.0,81.0,High,Yes,1,Low,High,Public,Positive,5.0,No,Female,100.0
17.0,82.0,High,Medium,Yes,5.0,93.0,Medium,No,1,Low,Medium,Private,Positive,4.0,No,Female,98.4
16.0,88.0,Medium,Low,No,8.0,69.0,High,Yes,0,Low,Medium,Public,Neutral,1.0,No,Female,96.1
17.0,71.0,Medium,Low,Yes,7.0,69.0,Medium,Yes,1,Medium,High,Public,Negative,4.0,No,Male,90.0
16.0,73.0,Low,Medium,Yes,8.0,89.0,Low,Yes,1,Medium,High,Public,Neutral,4.0,No,Female,86.4
27.0,77.0,Medium,High,No,8.0,79.0,Low,No,1,High,Medium,Public,Negative,3.0,No,Female,100.0
29.0,67.0,High,Medium,No,7.0,90.0,Medium,No,0,Low,Medium,Public,Neutral,4.0,No,Female,100.0
17.0,72.0,Medium,Medium,Yes,7.0,78.0,Low,Yes,0,Medium,Medium,Private,Neutral,0.0,No,Female,88.1
15.0,75.0,High,Low,Yes,6.0,61.0,High,Yes,2,Medium,Medium,Public,Positive,0.0,No,Male,100.0
23.0,89.0,High,Medium,No,6.0,59.0,Low,Yes,3,Medium,Medium,Private,Negative,1.0,No,Male,100.0
17.0,83.0,Low,Medium,No,9.0,56.0,Medium,Yes,1,Medium,Medium,Private,Positive,3.0,No,Male,88.9
24.0,82.0,Low,Medium,No,9.0,83.0,Medium,Yes,2,Medium,High,Private,Positive,5.0,No,Male,100.0
21.0,89.0,High,High,Yes,7.0,89.0,Medium,No,1,Low,Low,Public,Positive,1.0,No,Female,100.0
11.0,79.0,Medium,Medium,Yes,7.0,97.0,Medium,No,2,High,High,Private,Negative,2.0,No,Male,100.0
29.0,84.0,Low,Low,Yes,6.0,85.0,Low,Yes,1,Medium,High,Public,Negative,3.0,No,Female,100.0
31.0,79.0,Medium,Medium,Yes,9.0,89.0,High,Yes,2,Medium,Medium,Public,Neutral,2.0,No,Male,100.0
16.0,83.0,Medium,Medium,Yes,8.0,68.0,Medium,Yes,1,Low,Medium,Public,Neutral,2.0,No,Male,89.8
18.0,74.0,High,Medium,Yes,10.0,61.0,Medium,Yes,1,Low,Medium,Private,Neutral,2.0,No,Male,90.3
22.0,60.0,Low,Medium,No,6.0,85.0,Medium,Yes,2,Medium,High,Public,Negative,5.0,No,Female,98.7
22.0,79.0,Low,Medium,Yes,7.0,80.0,High,Yes,2,Low,Low,Public,Neutral,5.0,No,Male,97.3
24.0,94.0,High,Medium,No,7.0,76.0,High,Yes,2,Low,Medium,Public,Negative,3.0,No,Male,100.0
32.0,89.0,High,High,Yes,8.0,80.0,Medium,Yes,1,High,Medium,Public,Positive,5.0,No,Female,100.0
19.0,90.0,Medium,Medium,Yes,7.0,79.0,Medium,Yes,1,Medium,High,Public,Positive,4.0,No,Female,100.0
15.0,92.0,High,High,Yes,6.0,90.0,Medium,Yes,0,Medium,High,Private,Negative,5.0,No,Female,100.0
12.0,81.0,Medium,Medium,Yes,8.0,91.0,High,Yes,2,Low,Medium,Private,Positive,2.0,No,Male,94.6
16.0,82.0,High,Medium,Yes,8.0,82.0,High,Yes,3,High,Low,Private,Negative,2.0,No,Male,95.5
20.0,74.0,Medium,High,No,6.0,85.0,Low,Yes,1,Low,Medium,Public,Neutral,2.0,No,Female,100.0
31.0,77.0,Low,Medium,No,9.0,81.0,Medium,Yes,1,High,Low,Public,Negative,3.0,No,Female,99.9
17.0,86.0,Medium,High,Yes,9.0,69.0,High,Yes,0,High,High,Public,Positive,3.0,No,Female,100.0
21.0,92.0,Medium,High,Yes,7.0,84.0,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,Male,100.0
20.0,79.0,High,Low,No,7.0,58.0,Medium,No,0,High,High,Public,Neutral,6.0,No,Male,90.7
27.0,75.0,Medium,Medium,No,8.0,88.0,Medium,Yes,0,Medium,Medium,Private,Neutral,4.0,No,Male,100.0
35.0,80.0,High,Low,Yes,6.0,61.0,Medium,Yes,0,Low,Medium,Public,Neutral,2.0,No,Female,100.0
17.0,86.0,High,High,No,7.0,78.0,High,Yes,2,Low,Low,Private,Negative,3.0,No,Male,99.7
17.0,66.0,Low,High,No,4.0,65.0,Medium,Yes,2,Medium,Medium,Private,Neutral,5.0,No,Female,94.4
26.0,60.0,High,Low,No,8.0,82.0,Low,No,2,Low,Low,Public,Positive,4.0,No,Male,100.0
24.0,74.0,Medium,Low,No,5.0,75.0,Low,No,1,Medium,Medium,Private,Negative,5.0,Yes,Female,96.0
31.0,68.0,High,Medium,No,9.0,56.0,Low,No,1,Low,Low,Private,Positive,2.0,No,Male,100.0
24.0,75.0,Medium,Medium,No,7.0,80.0,Medium,Yes,1,High,Medium,Public,Positive,2.0,No,Female,100.0
18.0,79.0,Medium,Low,Yes,7.0,68.0,Medium,Yes,1,Medium,Medium,Public,Positive,2.0,No,Male,97.6
24.0,75.0,Medium,Medium,No,6.0,86.0,Low,Yes,0,Medium,Medium,Public,Negative,2.0,Yes,Female,99.5
27.0,95.0,Low,Medium,No,7.0,75.0,Medium,Yes,2,High,Low,Public,Positive,1.0,No,Female,100.0
25.0,83.0,Low,Low,No,9.0,80.0,Medium,Yes,1,Low,Medium,Public,Positive,3.0,No,Male,99.0
23.0,83.0,Medium,High,No,4.0,64.0,Low,No,0,Medium,Medium,Public,Negative,3.0,No,Female,88.5
26.0,86.0,High,High,Yes,9.0,68.0,Medium,No,0,High,Medium,Public,Negative,5.0,No,Female,99.9
27.0,69.0,Medium,High,Yes,7.0,69.0,High,Yes,1,Low,Low,Public,Positive,0.0,No,Female,99.9
28.0,90.0,Medium,High,Yes,5.0,85.0,Medium,Yes,0,Medium,Medium,Public,Neutral,2.0,No,Female,100.0
24.0,79.0,Medium,Medium,Yes,6.0,95.0,High,Yes,1,Medium,High,Public,Negative,4.0,No,Female,100.0
